year,",day",_of_ye,"ar,secDay,la","t,lon,headi","ng,speed",",Water_t","emp,salini","ty,pressur","e_atm,xCO2_w,fCO2_w,x","CO2_a,fCO2_a,",air_temp,,
2004,168,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-19998,-9999,-9999,-9999,-9999
2004,168,40383,43.0766 -70,.7496 13.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40398,43.0766 -70,.7496 11.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40418,43.0766 -70,.7496 11.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40438,43.0766 -70,.7496 11.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40458,43.0766 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40478,43.0766 -70,.7496 11.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40498,43.0766 -70,.7496 11.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40518,43.0766 -70,.7496 12.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40538,43.0766 -70,.7496 13.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40558,43.0766 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40578,43.0766 -70,.7496 13.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40598,43.0766 -70,.7496 13.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40618,43.0765 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40638,43.0765 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40658,43.0766 -70,.7496 14.0,0.3 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40678,43.0767 -70,.7496 10.0,0.5 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40698,43.0767 -70,.7496 11.0,0.1 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40718,43.0767 -70,.7496 12.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40738,43.0766 -70,.7496 13.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40758,43.0766 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40778,43.0766 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40798,43.0766 -70,.7496 14.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40818,43.0766 -70,.7496 20.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40838,43.0766 -70,.7496 27.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40858,43.0766 -70,.7496 19.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40878,43.0766 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40898,43.0766 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40918,43.0766 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40938,43.0766 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40958,43.0766 -70,.7496 17.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40978,43.0766 -70,.7496 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,40998,43.0765 -70,.7496 20.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41018,43.0765 -70,.7496 123.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41038,43.0765 -70,.7496 46.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41058,43.0765 -70,.7496 18.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41078,43.0765 -70,.7496 28.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41098,43.0765 -70,.7496 278.0,0.1 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41118,43.0765 -70,.7496 120.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41138,43.0765 -70,.7496 31.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41158,43.0765 -70,.7496 175.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41178,43.0765 -70,.7496 109.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41198,43.0765 -70,.7496 20.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41218,43.0765 -70,.7496 132.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41238,43.0765 -70,.7497 44.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41258,43.0765 -70,.7496 34.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41278,43.0765 -70,.7496 46.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41298,43.0765 -70,.7496 139.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41318,43.0765 -70,.7496 44.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41338,43.0765 -70,.7497 17.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41358,43.0765 -70,.7497 165.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41378,43.0765 -70,.7497 241.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41398,43.0765 -70,.7497 163.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41418,43.0765 -70,.7497 15.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41438,43.0765 -70,.7497 17.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41458,43.0765 -70,.7497 18.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41478,43.0765 -70,.7497 17.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41498,43.0765 -70,.7497 19.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41518,43.0765 -70,.7497 20.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41538,43.0765 -70,.7497 21.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41558,43.0765 -70,.7497 20.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41578,43.0765 -70,.7497 19.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41598,43.0765 -70,.7497 18.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41618,43.0765 -70,.7497 110.0,0.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41638,43.0765 -70,.7497 17.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41658,43.0765 -70,.7497 58.0,0.0 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41678,43.0766 -70,.7498 337.0,1.0 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41698,43.0770 -70,.7501 332.0,2.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41718,43.0776 -70,.7502 350.0,3.1 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41738,43.0782 -70,.7500 34.0,3.3 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41758,43.0784 -70,.7493 59.0,3.2 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41778,43.0786 -70,.7484 74.0,3.5 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41798,43.0786 -70,.7474 88.0,3.9 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41818,43.0785 -70,.7465 98.0,3.9 -999,9.000 -9,999.000 10,18.1 -9999,.000000 -9999.000000,467.801971 -9,999.000000 19,0.1,
2004,168,41838,43.0783 -70,.7455 105.0,4.1 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41858,43.0780 -70,.7445 110.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-467.801971,9999.000000 1,9.1,
2004,168,41878,43.0777 -70,.7435 113.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41898,43.0774 -70,.7426 114.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41918,43.0769 -70,.7417 124.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41938,43.0764 -70,.7410 138.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41958,43.0757 -70,.7404 144.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41978,43.0751 -70,.7397 138.0,4.3 -99,-99,9999.000 1,018.1 -999,9.000000 -9999.000000,-9999,-9999,19.1,
2004,168,41998,43.0746 -70,.7389 131.0,4.4 14.,481 25.6,39 1018.1,628.219662,596.044013 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42018,43.0742 -70,.7379 120.0,4.4 14.,459 25.6,57 1018.1,625.288708,593.277547 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42038,43.0739 -70,.7369 110.0,4.4 14.,397 25.7,16 1018.1,621.160169,589.399666 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42058,43.0738 -70,.7359 96.0,4.3 14.2,15 25.86,0 1018.1 6,17.49522,586.037878 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42078,43.0739 -70,.7348 88.0,4.3 14.0,88 25.97,3 1018.1 6,13.995987,582.796403 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42098,43.0740 -70,.7337 82.0,4.3 14.0,12 26.02,6 1018.1 6,10.40458,579.434935 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42118,43.0741 -70,.7327 82.0,4.4 13.9,90 26.04,0 1018.1 6,6.730359,575.960257 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42138,43.0742 -70,.7316 82.0,4.4 13.9,82 26.05,1 1018.1 6,3.279307,572.688939 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42158,43.0743 -70,.7305 81.0,4.4 13.9,40 26.08,1 1018.1 5,99.782543,569.395242 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42178,43.0744 -70,.7295 80.0,4.4 13.9,09 26.11,0 1018.1 5,96.413997,566.215785 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42198,43.0745 -70,.7284 79.0,4.4 13.9,04 26.12,5 1018.1 5,93.431766,563.387581 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42218,43.0747 -70,.7273 78.0,4.5 13.8,97 26.13,7 1018.1 5,90.55766,560.663457 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42238,43.0749 -70,.7262 78.0,4.5 13.8,43 26.16,5 1018.1 5,87.547204,557.836895 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42258,43.0750 -70,.7251 82.0,4.8 13.8,21 26.17,3 1018.1 5,84.715077,555.160929 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42278,43.0750 -70,.7238 87.0,4.9 13.8,46 26.15,6 1018.1 5,82.235795,552.792163 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42298,43.0750 -70,.7227 90.0,4.9 13.8,72 26.16,5 1018.1 5,80.134574,550.782655 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42318,43.0750 -70,.7214 86.0,5.1 13.8,03 26.21,6 1018.1 5,78.445762,549.218865 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42338,43.0751 -70,.7201 85.0,5.2 13.7,43 26.26,8 1018.1 5,77.030527,547.909542 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42358,43.0752 -70,.7188 87.0,5.2 13.7,52 26.26,4 1018.1 5,75.466952,546.420170 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42378,43.0752 -70,.7175 87.0,5.3 13.7,85 26.25,8 1018.1 5,73.570459,544.600340 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42398,43.0752 -70,.7162 88.0,5.3 13.7,85 26.27,5 1018.1 5,71.750244,542.872476 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42418,43.0752 -70,.7149 88.0,5.3 13.8,17 26.25,8 1018.1 5,70.092055,541.279639 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42438,43.0753 -70,.7136 88.0,5.4 13.8,51 26.25,4 1018.1 5,68.430041,539.682453 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42458,43.0753 -70,.7122 89.0,5.5 13.8,16 26.29,7 1018.1 5,67.0116,538.355665 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42478,43.0752 -70,.7109 93.0,5.5 13.6,74 26.41,3 1018.1 5,65.783719,537.269906 -9999.0000,00 -9999.0000,00 19.100000,,
2004,168,42498,43.0750 -70,.7096 102.0,5.6 13.,475 26.5,73 1018.1,564.348214,536.017358 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42518,43.0746 -70,.7083 111.0,5.6 13.,310 26.7,18 1018.1,562.521926,534.372702 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42538,43.0740 -70,.7073 130.0,5.5 13.,211 26.7,76 1018.1,560.310766,532.326165 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42558,43.0731 -70,.7067 156.0,5.4 13.,160 26.8,38 1018.1,557.903304,530.066118 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42578,43.0720 -70,.7064 165.0,5.8 13.,030 26.9,90 1018.1,555.468767,527.822437 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42598,43.0709 -70,.7061 166.0,6.4 12.,911 27.1,11 1018.1,553.190657,525.719962 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42618,43.0697 -70,.7057 167.0,6.9 12.,699 27.3,47 1018.1,550.737599,523.498792 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42638,43.0683 -70,.7052 165.0,7.5 12.,450 27.5,37 1018.1,547.953475,520.978593 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42658,43.0670 -70,.7047 165.0,7.9 12.,351 27.5,95 1018.1,544.941803,518.164508 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42678,43.0655 -70,.7043 167.0,8.1 12.,307 27.6,02 1018.1,541.70314,515.106668 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42698,43.0641 -70,.7038 166.0,8.2 12.,361 27.6,02 1018.1,538.712522,512.236816 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42718,43.0626 -70,.7033 165.0,8.3 12.,406 27.5,91 1018.1,535.632299,509.286130 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42738,43.0611 -70,.7028 167.0,8.7 12.,400 27.6,21 1018.1,532.562013,506.369521 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42758,43.0595 -70,.7023 165.0,8.8 12.,230 27.7,69 1018.1,529.731796,503.760533 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42778,43.0580 -70,.7016 160.0,8.8 11.,907 27.9,75 1018.1,527.096315,501.407251 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42798,43.0566 -70,.7007 157.0,8.8 11.,935 27.9,59 1018.1,524.352523,498.784242 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42818,43.0551 -70,.6999 156.0,8.8 11.,675 28.2,13 1018.1,521.343482,496.041481 -9999.000,000 -9999.000,000 19.100000,,
2004,168,42838,43.0537 -70,.6990 155.0,8.8 11.,383 28.4,58 1018.1,518.297811,493.274926 -9999.000,000 -9999.000,000 19.100000,,
